Name,Timestamp,X,Y
qdugzqd,"Jan 26, 2026, 12:00:03 AM",54.01941003070281,69.2123259798519
qdugzqd,"Jan 26, 2026, 12:00:03 AM",176.67039066846687,66.6288312872604
qdugzqd,"Jan 26, 2026, 12:00:03 AM",185.9178398554582,105.63215491538341
qdugzqd,"Jan 26, 2026, 12:00:03 AM",127.89124691060125,52.61378860937154
qdugzqd,"Jan 26, 2026, 12:00:03 AM",89.0197812876174,36.28828605878006
qdugzqd,"Jan 26, 2026, 12:00:03 AM",54.198397112185084,69.5925617908495
qdugzqd,"Jan 26, 2026, 12:00:03 AM",175.25531882486814,67.38012627302872
qdugzqd,"Jan 26, 2026, 12:00:03 AM",187.18492075199333,104.10978335084212
qdugzqd,"Jan 26, 2026, 12:00:03 AM",127.6949678852125,53.085488876010864
qdugzqd,"Jan 26, 2026, 12:00:03 AM",88.15715464457553,36.02308216321513
qdugzqd,"Jan 26, 2026, 12:00:03 AM",53.78840015022725,68.54863897460564
qdugzqd,"Jan 26, 2026, 12:00:03 AM",176.6342754518894,67.56027939347916
qdugzqd,"Jan 26, 2026, 12:00:03 AM",186.9092312658113,105.66837762617465
qdugzqd,"Jan 26, 2026, 12:00:03 AM",125.97290404090727,52.195728096488985
qdugzqd,"Jan 26, 2026, 12:00:03 AM",88.06754426820069,35.078434119127614
qdugzqd,"Jan 26, 2026, 12:00:03 AM",55.106327416264854,68.93640137979108
qdugzqd,"Jan 26, 2026, 12:00:03 AM",177.60353716654092,66.71695605902048
qdugzqd,"Jan 26, 2026, 12:00:03 AM",186.48226958033862,105.25713774949321
qdugzqd,"Jan 26, 2026, 12:00:03 AM",128.42220053231128,51.90806236573402
qdugzqd,"Jan 26, 2026, 12:00:03 AM",88.38324246054201,34.62870703783762
qdugzqd,"Jan 26, 2026, 12:00:03 AM",55.01079332072024,68.28979936079891
qdugzqd,"Jan 26, 2026, 12:00:03 AM",177.99384699307373,67.54509965984289
qdugzqd,"Jan 26, 2026, 12:00:03 AM",186.99984351124067,104.29031543115843
qdugzqd,"Jan 26, 2026, 12:00:03 AM",126.15181723536624,53.04226008830389
qdugzqd,"Jan 26, 2026, 12:00:03 AM",88.65354911251721,35.50210730309021
qdugzqd,"Jan 26, 2026, 12:00:03 AM",53.4494326435266,67.92559903616635
qdugzqd,"Jan 26, 2026, 12:00:03 AM",176.84405145823848,68.0273832423383
qdugzqd,"Jan 26, 2026, 12:00:03 AM",186.7104503574985,103.30941033948804
qdugzqd,"Jan 26, 2026, 12:00:03 AM",128.05512222852553,52.48304330381526
qdugzqd,"Jan 26, 2026, 12:00:03 AM",88.52359195641489,34.40909495970393
qdugzqd,"Jan 26, 2026, 12:00:03 AM",53.9842702642255,69.4216096944668
qdugzqd,"Jan 26, 2026, 12:00:03 AM",176.94665118175703,66.16930535430883
qdugzqd,"Jan 26, 2026, 12:00:03 AM",186.5151836276633,105.96364308274681
qdugzqd,"Jan 26, 2026, 12:00:03 AM",127.20943671323886,51.854883908173065
qdugzqd,"Jan 26, 2026, 12:00:03 AM",90.17724836969249,34.54242490530885
qdugzqd,"Jan 26, 2026, 12:00:03 AM",54.019457017323695,66.96985721631427
qdugzqd,"Jan 26, 2026, 12:00:03 AM",176.26422591778368,67.17787231304041
qdugzqd,"Jan 26, 2026, 12:00:03 AM",186.41623759778952,104.18919301144764
qdugzqd,"Jan 26, 2026, 12:00:03 AM",126.71012821057717,51.30207769799332
qdugzqd,"Jan 26, 2026, 12:00:03 AM",89.70518115144718,35.34995595842905
qdugzqd,"Jan 26, 2026, 12:00:03 AM",53.881239983183406,69.34271942219578
qdugzqd,"Jan 26, 2026, 12:00:03 AM",176.3315895371679,68.541237093411
qdugzqd,"Jan 26, 2026, 12:00:03 AM",187.6328542419041,105.95596351379844
qdugzqd,"Jan 26, 2026, 12:00:03 AM",126.77930707694841,52.489075279583425
qdugzqd,"Jan 26, 2026, 12:00:03 AM",88.67823920138906,35.073962957811325
qdugzqd,"Jan 26, 2026, 12:00:03 AM",55.76479437588858,68.05802423315842
qdugzqd,"Jan 26, 2026, 12:00:03 AM",176.7687587232888,66.9895585128197
qdugzqd,"Jan 26, 2026, 12:00:03 AM",187.36241284657473,104.73721450021473
qdugzqd,"Jan 26, 2026, 12:00:03 AM",126.82357839380752,51.56848369254947
qdugzqd,"Jan 26, 2026, 12:00:03 AM",89.19584434213874,35.229834366124585
qdugzqd,"Jan 26, 2026, 12:00:03 AM",54.24640044729239,68.28560398745802
qdugzqd,"Jan 26, 2026, 12:00:03 AM",177.4058298110016,67.41350565887066
qdugzqd,"Jan 26, 2026, 12:00:03 AM",185.87658766360272,104.79678672927653
qdugzqd,"Jan 26, 2026, 12:00:03 AM",126.31202719890224,51.23597236271832
qdugzqd,"Jan 26, 2026, 12:00:03 AM",89.69393361024834,34.70920147535693
qdugzqd,"Jan 26, 2026, 12:00:03 AM",55.61161717410871,67.24581853088134
qdugzqd,"Jan 26, 2026, 12:00:03 AM",175.99951101057474,66.17834568750875
qdugzqd,"Jan 26, 2026, 12:00:03 AM",187.15466389921235,105.51798834239726
qdugzqd,"Jan 26, 2026, 12:00:03 AM",126.28744349787728,51.51438286201082
qdugzqd,"Jan 26, 2026, 12:00:03 AM",89.1141593775344,35.5964643083236
qdugzqd,"Jan 26, 2026, 12:00:03 AM",53.9142575967538,68.86354501260278
qdugzqd,"Jan 26, 2026, 12:00:03 AM",177.2948079104167,67.86356907732579
qdugzqd,"Jan 26, 2026, 12:00:03 AM",186.99682076545318,103.9942361565473
qdugzqd,"Jan 26, 2026, 12:00:03 AM",127.31838944279724,51.79803685081789
qdugzqd,"Jan 26, 2026, 12:00:03 AM",88.25079587573143,35.3016352021798
qdugzqd,"Jan 26, 2026, 12:00:03 AM",56.120149061939834,68.25780436500483
qdugzqd,"Jan 26, 2026, 12:00:03 AM",177.64582032225746,67.50425753346215
qdugzqd,"Jan 26, 2026, 12:00:03 AM",187.82404517990332,105.48799848295872
qdugzqd,"Jan 26, 2026, 12:00:03 AM",126.52410469894558,53.341237097442885
qdugzqd,"Jan 26, 2026, 12:00:03 AM",88.20903035057407,35.57650979068505
qdugzqd,"Jan 26, 2026, 12:00:03 AM",53.85003733419234,68.36968926264692
qdugzqd,"Jan 26, 2026, 12:00:03 AM",176.23189161502262,67.91580199946371
qdugzqd,"Jan 26, 2026, 12:00:03 AM",187.37852056940886,103.82614321834882
qdugzqd,"Jan 26, 2026, 12:00:03 AM",127.4286358882781,53.024074571500975
qdugzqd,"Jan 26, 2026, 12:00:03 AM",89.73337544273879,35.29034576024058
qdugzqd,"Jan 26, 2026, 12:00:03 AM",55.072365742739485,68.49062529845902
qdugzqd,"Jan 26, 2026, 12:00:03 AM",175.46489070078485,67.00627848639107
qdugzqd,"Jan 26, 2026, 12:00:03 AM",187.2728548540053,103.91797686078871
qdugzqd,"Jan 26, 2026, 12:00:03 AM",126.47249699363172,51.49200747952187
qdugzqd,"Jan 26, 2026, 12:00:03 AM",89.67584560096364,36.1725418972226
qdugzqd,"Jan 26, 2026, 12:00:03 AM",55.3952737661447,69.49757579183617
qdugzqd,"Jan 26, 2026, 12:00:03 AM",176.7129348160786,67.52300179983749
qdugzqd,"Jan 26, 2026, 12:00:03 AM",186.32381515688797,105.57680378436262
qdugzqd,"Jan 26, 2026, 12:00:03 AM",126.88919166441457,50.668501038820665
qdugzqd,"Jan 26, 2026, 12:00:03 AM",88.26530414271085,34.53904456902164
